prob_0,prob_1,real
1.0,0.0,0
1.0,0.0,0
1.0,5.07643677512e-25,0
1.0,4.63892674274e-11,0
1.0,2.37201601691e-35,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.18832928242e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.23919533009e-30,0
1.0,0.0,0
1.0,7.70206618614e-30,0
1.0,1.03448028124e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.63452711415e-27,0
1.0,0.0,0
1.0,5.12913843345e-29,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.23149827797e-25,0
1.0,0.0,0
1.0,3.88444015655e-16,0
1.0,1.2082968006e-17,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.1740483816e-38,0
1.0,4.18846299001e-32,0
1.0,9.59631969869e-29,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.95282026732e-35,0
1.0,0.0,0
1.0,0.0,0
1.0,1.24749008843e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,9.94812589397e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,2.63706906848e-25,0
1.0,0.0,0
1.0,1.48096392463e-14,0
1.0,8.95836294035e-10,0
0.999998569489,1.49007269101e-06,0
1.0,5.8670916688e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.86506825894e-13,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.45177294242e-32,0
1.0,1.42309962041e-21,0
1.0,0.0,0
1.0,3.93794444339e-30,0
1.0,1.95101619308e-37,0
1.0,0.0,0
1.0,9.56579953326e-22,0
1.0,1.26909183817e-20,0
1.0,0.0,0
1.0,1.55928727708e-08,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.37282037157e-32,0
1.0,2.37110190423e-13,0
1.0,0.0,0
0.999953627586,4.63831929665e-05,0
1.0,1.42765212358e-34,0
1.0,1.47876807283e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.35231101479e-17,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.39531927137e-13,0
1.0,0.0,0
1.0,1.27657547739e-33,0
1.0,1.48742077125e-18,0
1.0,0.0,0
1.0,8.1879011126e-22,0
1.0,0.0,0
1.0,5.30643309977e-20,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.39673049602e-13,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.09844769115e-24,0
1.0,6.07859081634e-27,0
1.0,0.0,0
1.0,6.73146738003e-12,0
1.0,3.87153426629e-34,0
1.0,0.0,0
1.0,8.9568780782e-21,0
1.0,1.2007843484e-24,0
1.0,0.0,0
1.0,0.0,0
1.0,1.02178903567e-26,0
1.0,4.67439686958e-09,0
1.0,0.0,0
1.0,0.0,0
4.72037946508e-08,1.0,1
1.0,0.0,0
1.0,0.0,0
0.999999642372,3.63685558114e-07,0
0.000178759146365,0.99982124567,1
1.0,0.0,0
1.0,9.92522578645e-20,0
1.0,0.0,0
1.0,0.0,0
1.0,1.38766845455e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,8.26962133474e-19,0
1.0,0.0,0
1.0,3.21362301191e-14,0
1.0,0.0,0
1.0,0.0,0
1.0,2.1883034643e-23,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.08820912463e-30,0
1.0,0.0,0
1.0,6.53566132187e-30,0
1.0,2.40443082111e-12,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.329790830612,0.670209228992,0
1.0,0.0,0
1.0,0.0,0
1.0,1.29297972146e-32,0
1.0,2.03617032618e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,1.95374421851e-35,0
1.0,5.13553322146e-32,0
1.0,0.0,0
1.0,1.06647658847e-25,0
1.0,0.0,0
1.0,0.0,0
1.0,8.18474711832e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,1.87536482654e-15,0
1.0,0.0,0
1.0,2.43388659512e-35,0
1.0,7.66492785808e-23,0
1.0,1.92376037743e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.25548815516e-29,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.92756458251e-23,0
1.0,0.0,0
1.0,0.0,0
1.0,9.93350689112e-15,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.89446561108e-34,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.63142930346e-37,0
1.0,8.96628149331e-13,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.96633002771e-16,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.61534219168e-25,0
1.0,6.97038000724e-22,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.39797820983e-20,0
1.0,1.10420028969e-22,0
1.0,0.0,0
1.0,1.71703691822e-22,0
1.0,0.0,0
1.0,0.0,0
1.0,5.78132614869e-26,0
1.0,1.86898149048e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,8.61900772975e-09,0
1.0,0.0,0
1.0,0.0,0
1.0,5.2751664148e-10,0
1.0,0.0,0
1.0,1.23716266905e-25,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.54141801972e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.90180459962e-33,0
1.0,6.06698169582e-28,0
1.0,0.0,0
1.0,7.42812459511e-27,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.12419913274e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.71670371157e-16,0
1.0,0.0,0
1.0,9.91593345811e-24,0
1.0,2.28236935792e-38,0
1.0,5.06800089381e-25,0
1.0,1.1282430881e-17,0
1.0,4.30156541917e-18,0
1.0,3.57922190039e-32,0
1.0,0.0,0
1.0,5.99692461057e-18,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.14565985167e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,1.35951845337e-08,0
1.0,0.0,0
1.0,8.63904146632e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,3.9598169138e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.16584573011e-22,0
1.0,3.45882477529e-37,0
1.0,0.0,0
1.0,1.54279149456e-08,0
1.0,1.42777010868e-29,0
1.0,1.80406846542e-33,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.17481385358e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.03139025385e-28,0
5.12602809977e-06,0.999994874001,1
1.0,0.0,0
1.0,0.0,0
1.0,3.4323401095e-22,0
1.0,0.0,0
1.0,0.0,0
1.0,2.41368310883e-36,0
1.0,3.00875493556e-26,0
1.0,1.66429724297e-38,0
1.0,0.0,0
1.0,1.84389648233e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999991297722,8.74503530213e-06,0
1.0,1.23088971024e-22,0
1.0,0.0,0
1.0,4.93701941519e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.3692222399e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.67080816062e-19,0
1.0,5.75087881855e-35,0
1.0,8.45259692274e-34,0
1.0,0.0,0
1.0,0.0,0
1.0,2.9682890812e-08,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.0314970614e-18,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.0564879877e-32,0
1.0,0.0,0
1.0,1.08957606714e-15,0
1.0,0.0,0
1.0,4.33190852003e-28,0
1.0,7.47921950067e-12,0
1.0,0.0,0
1.0,8.95888447769e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.79465916966e-25,0
1.0,0.0,0
1.0,0.0,0
0.999520897865,0.000479127542349,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.48018171196e-36,0
1.0,0.0,0
3.23442282024e-06,0.999996781349,1
1.0,5.56605758664e-36,0
1.0,0.0,0
1.0,4.03241813592e-17,0
1.0,8.16157918701e-15,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.81233871126e-15,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.27810585147e-24,0
0.000282046938082,0.999717891216,1
1.0,3.76533830157e-12,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.37294349836e-24,0
1.0,2.14374997102e-25,0
1.0,0.0,0
1.0,8.64170773715e-24,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.30304834871e-37,0
1.0,3.18324237545e-33,0
1.0,5.80947462864e-24,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.23697702477e-34,0
1.0,0.0,0
0.999999761581,2.3651099923e-07,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.98340371882e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.19793983445e-21,0
1.0,3.8970973639e-25,0
1.0,0.0,0
1.0,8.34314776675e-38,0
1.0,0.0,0
1.0,6.77012982144e-32,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.78436786869e-23,0
1.0,0.0,0
1.0,6.73372419809e-28,0
1.0,0.0,0
1.0,5.71873947999e-36,0
1.0,0.0,0
1.0,8.31760689379e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.55506445787e-29,0
1.0,8.15464616996e-21,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.45456520449e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,8.50877754581e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,2.6511524379e-38,0
1.0,1.27739290499e-12,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.87361881565e-09,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.42573681777e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.01868385464e-23,0
1.0,0.0,0
1.0,0.0,0
1.0,8.90440694714e-30,0
1.0,0.0,0
1.0,1.59572974729e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.26247383778e-15,0
0.999993920326,6.10497136222e-06,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.01249916814e-28,0
1.0,0.0,0
1.0,1.98961558345e-32,0
1.0,0.0,0
1.0,2.31407774887e-13,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,8.83379560845e-38,0
4.92385152029e-06,0.999995112419,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999975204468,2.48274318437e-05,0
1.0,4.57222015637e-18,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.56010734595e-36,0
1.0,0.0,0
1.0,3.83591271226e-35,0
1.0,0.0,0
1.0,2.54811047766e-38,0
1.0,1.28653375564e-18,0
1.0,0.0,0
1.0,2.52085701619e-37,0
1.0,9.99913246278e-14,0
1.0,0.0,0
0.000106151856016,0.999893784523,0
1.0,0.0,0
1.0,8.34229119095e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,2.47059256231e-28,0
1.0,0.0,0
1.0,0.0,0
1.0,2.23132602159e-32,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.14336403687e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,4.52428249216e-14,0
1.0,4.53255426106e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.79736669121e-27,0
1.0,0.0,0
1.0,2.69400072954e-16,0
1.0,0.0,0
1.0,1.77990846379e-28,0
1.0,9.34332684374e-20,0
1.0,0.0,0
1.0,0.0,0
1.0,1.59461337186e-33,0
1.0,0.0,0
1.0,2.47244680656e-38,0
1.0,0.0,0
1.0,7.3113627985e-22,0
1.0,0.0,0
1.0,9.87453997791e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.4705432167e-28,0
1.0,0.0,0
1.0,0.0,0
1.0,1.97444020852e-33,0
1.0,0.0,0
1.0,1.20289818043e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.73557371679e-32,0
1.0,2.02136335448e-10,0
1.0,0.0,0
1.0,2.23164942948e-32,0
1.0,0.0,0
1.0,0.0,0
1.0,2.14287424297e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,8.08750496427e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,3.52321158464e-22,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.32674807672e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,2.78024816094e-24,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.08953035491e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,2.94799684664e-10,0
1.0,6.14113445138e-16,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.32198666087e-32,0
1.0,0.0,0
1.0,0.0,0
1.0,4.95079689119e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.5655036172e-23,0
1.0,0.0,0
1.0,0.0,0
1.0,3.43857582333e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,4.145504901e-21,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.59697001635e-23,0
1.0,2.18535482669e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.3681990007e-15,0
1.0,0.0,0
0.322712898254,0.677287042141,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.55391978597e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,2.35427289683e-37,0
1.0,3.14509632152e-28,0
1.0,0.0,0
1.0,0.0,0
1.0,8.99761807012e-16,0
2.00589306587e-06,0.999997973442,1
1.0,6.57577577316e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.32519534924e-26,0
1.0,9.33317659269e-12,0
1.0,4.16540890092e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.74464461931e-22,0
1.0,1.76024030907e-08,0
1.0,6.70403001085e-32,0
0.98321968317,0.0167802739888,1
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.21447854928e-38,0
1.0,0.0,0
1.0,1.60685158405e-24,0
1.0,2.98229710221e-29,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.25931830071e-23,0
1.0,1.36126156883e-20,0
1.0,0.0,0
6.96175047779e-05,0.999930381775,1
1.0,2.31357085894e-20,0
1.0,0.0,0
1.0,0.0,0
1.0,6.47482933052e-33,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.04114347352e-11,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.91685376513e-28,0
1.0,0.0,0
1.0,0.0,0
1.0,1.47290288063e-27,0
1.0,3.93539541492e-28,0
1.0,1.17036751384e-12,0
1.0,0.0,0
1.0,0.0,0
1.0,1.69446247015e-32,0
1.0,0.0,0
1.0,1.31005028038e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.68292648821e-37,0
1.0,4.05290211114e-11,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.8061040031e-27,0
1.0,8.12331885716e-36,0
1.0,2.85677897455e-36,0
6.36680454136e-07,0.999999403954,1
1.0,0.0,0
1.0,1.94757558806e-20,0
1.0,0.0,0
1.0,5.40565314733e-10,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,4.87062531073e-28,0
1.0,0.0,0
1.0,1.36003743846e-19,0
1.0,1.37937580133e-25,0
1.0,0.0,0
1.0,0.0,0
1.0,2.39633250285e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.12154352231e-34,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.89201606884e-14,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.41553231648e-26,0
0.787938714027,0.212061300874,0
1.0,0.0,0
1.0,4.56627392733e-34,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.64362209262e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.86052272408e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,4.19380397076e-09,0
1.0,0.0,0
1.0,8.87051512579e-35,0
0.00246646557935,0.997533559799,1
1.45856927247e-06,0.999998569489,1
1.0,3.76396229869e-33,0
1.0,2.24735585578e-28,0
0.999999523163,4.92932088036e-07,0
1.0,0.0,0
1.0,8.37097250783e-17,0
1.0,0.0,0
1.0,1.37358752931e-20,0
1.0,1.14610068764e-27,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.69068067142e-33,0
0.986468195915,0.0135318441316,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.3389770863e-12,0
1.0,0.0,0
1.0,0.0,0
1.0,1.25525354677e-21,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.95487284684e-27,0
1.0,4.24168437836e-32,0
1.0,5.49754523162e-19,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.68346252444e-37,0
1.0,9.15786710845e-18,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,5.42183907565e-27,0
1.0,4.09011416157e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,1.80055267563e-21,0
1.0,0.0,0
1.0,1.88001595582e-35,0
1.0,7.5889998515e-36,0
1.0,2.47275361559e-34,0
1.0,8.01529988368e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,1.37985478781e-25,0
1.0,1.03917030959e-13,0
1.0,0.0,0
1.0,4.59083421643e-25,0
1.0,0.0,0
1.0,5.21348857391e-22,0
0.999999880791,9.05690171749e-08,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.543040990829,0.456958979368,0
1.0,8.27415904185e-28,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.98778845381e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.4895076737e-13,0
1.0,1.05495703649e-17,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.98066722017e-37,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.4306199983e-25,0
1.0,4.3594159416e-33,0
1.0,0.0,0
3.7212674215e-05,0.999962806702,1
1.0,7.15350176016e-22,0
1.0,1.23607932966e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.999254524708,0.000745499448385,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.80377173277e-38,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.26854060512e-36,0
1.0,0.0,0
1.0,0.0,0
1.0,8.06562815709e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.26146652583e-23,0
1.0,4.18238306285e-23,0
1.0,1.61601940443e-21,0
1.0,0.0,0
1.0,1.65866872594e-31,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,7.07058553704e-24,0
1.0,6.20291742737e-30,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.99671292305,0.00328706414439,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,6.53170173028e-29,0
1.0,2.11679225003e-28,0
1.0,0.0,0
1.0,5.89430558553e-30,0
1.0,0.0,0
1.0,1.89537746057e-18,0
1.0,0.0,0
1.0,0.0,0
1.0,6.56926338092e-35,0
1.0,0.0,0
1.0,3.89367076315e-22,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,9.88245089756e-29,0
1.0,6.75926160545e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,1.95137756037e-33,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.40668897156e-19,0
1.0,1.11092928798e-17,0
1.0,0.0,0
1.0,8.47882379025e-18,0
1.0,0.0,0
1.0,2.1484399329e-11,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,3.05856495686e-09,0
1.0,0.0,0
1.0,0.0,0
1.0,2.93014617895e-26,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,2.81077227673e-29,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
